AChBP_random,Cav2.2_random,α4β2_random,α9α10_random,α7_random,α3β4_random,Nav1.2_random,α3β2_random,AChBP_C1,Cav2.2_C1,α4β2_C1,α9α10_C1,α7_C1,α3β4_C1,Nav1.2_C1,α3β2_C1,Nav1.2_C2,α4β2_C2,AChBP_C2,α7_C2,Cav2.2_C2,α3β4_C2,α9α10_C2,α3β2_C2,Nav1.2_C3,α4β2_C3,AChBP_C3,α7_C3,Cav2.2_C3,α3β4_C3,α9α10_C3,α3β2_C3,Nav1.2_C4,α4β2_C4,AChBP_C4,α7_C4,Cav2.2_C4,α3β4_C4,α9α10_C4,α3β2_C4,Nav1.2_C5,α4β2_C5,AChBP_C5,α7_C5,Cav2.2_C5,α3β4_C5,α9α10_C5,α3β2_C5
11.93078,2.616,10.9367,11.72902,4.75225,5.43627,7.12482,-2.3049,-1.6675,-1.1432,-2.2725,-1.7873,7.11801,2.0047,13.43503,-1.9184,9.83857,13.54486,-0.1897,17.17232,10.37081,1.9318,6.1889,1.7777,15.855237,20.81939,1.51836,1.98059,0.6985,7.13241,-3.0441,9.81778,20.46578,8.8668,-3.2125,-3.4466,-11.9922,11.30891,17.643894,3.2105,13.3318,32.9242,-1.8298,-0.2135,1.2505,0.4756,1.0343,0.2483
-0.2306,2.6246,9.245,3.4017,6.26119,16.29557,8.67561,3.7452,-2.7106,7.53894,0.7609,-0.8669,0.96856,2.5635,11.30888,4.6387,16.416146,6.0166,4.98898,-1.8818,4.90402,1.9131,2.5514,0.0854,13.80599,-3.496,18.41547,-2.1787,2.4306,-1.5812,-3.3804,7.19881,18.11821,28.02425,-7.023,-2.2149,0.2751,0.3164,2.69,-3.1609,15.769564,-1.1684,4.16095,0.51472,4.19284,0.6951,3.8027,-7.1761
-2.7196,2.6347,15.64246,7.679,0.0688,3.13845,8.55203,6.7624,-2.8033,3.0069,0.1377,-4.0947,5.41017,1.2426,16.350661,11.65018,10.41212,20.9002,-5.0125,3.13167,5.03206,1.6851,-0.5793,-4.6145,14.37572,20.57796,-1.1494,-0.2664,-2.1519,10.60098,4.3654,2.507,19.8894,25.60502,-4.7746,3.17356,-1.7617,-0.1808,6.369,2.8131,11.50177,13.00427,-0.6936,3.78568,1.1634,2.1471,-0.1389,-2.1051
45.4683,2.6497,10.813,6.2208,7.64944,7.24593,9.60209,7.4793,13.34565,9.43949,8.8501,6.1284,1.95608,0.171,3.3383,-1.5835,7.2607,17.04749,0.3702,-2.1646,6.83682,-1.3819,6.7794,5.51577,14.20297,-1.1796,2.11135,4.97275,9.39021,8.69345,10.17793,-7.6512,13.38975,29.81562,-4.4031,1.22552,-1.0221,4.80757,2.3839,-1.9924,14.87892,9.823,-3.4728,1.45176,-4.2702,0.8541,13.31627,-0.5185
6.31436,2.6626,12.69565,5.5138,4.7842,5.26382,11.95024,8.62752,-2.9656,9.31646,0.0106,0.2247,0.56119,3.51365,16.5367643,-0.8671,14.62821,26.22726,5.63746,0.4911,-2.4016,4.13672,2.5817,2.1693,9.97789,-2.9707,12.53476,2.39596,22.90021,3.64265,-2.8279,2.4427,19.20342,3.8997,-4.9335,0.72115,0.7215,3.56152,13.32723,-1.1573,7.65507,-2.3733,1.36416,2.16013,-1.0278,-3.9447,-3.2582,-5.2947
7.01498,2.6671,14.54417,8.96176,2.94097,1.1769,9.49077,13.14828,0.7719,10.79788,14.06727,6.3096,2.29412,7.99434,6.2099,-0.8365,16.6459909,-0.9156,-1.1042,26.0399,-1.1219,-2.567,2.6357,-3.2033,21.66306,0.1831,-3.1249,-0.437,-6.6187,3.91459,-3.0898,1.8769,18.41882,11.4076,1.33846,0.1835,-1.1012,-2.4308,4.511,-0.9078,14.48029,13.65166,1.74208,-0.4319,-2.3087,4.87717,0.4503,-0.5467
22.8603,2.7832,18.29905,10.28448,7.375,4.53492,8.69939,9.76861,16.9662,14.8981,3.173,-1.2187,-0.0863,11.11372,6.015,-2.3642,14.51157,19.98045,1.71115,2.59433,7.09978,8.66465,3.7114,-1.7068,15.38763,23.99942,6.63201,20.9457,2.1732,9.30111,3.667,-3.6388,11.98883,24.42717,-2.4343,2.15656,20.8704,-3.9142,-0.8178,4.6591,17.36451,0.5103,3.73821,9.686164,-8.611,1.9733,1.0392,-1.3556
11.002281,2.8072,16.10878,25.29002,2.38687,0.9502,10.3952,24.84447,0.6894,8.20174,-1.8867,5.2981,1.04591,1.9617,9.95374,-0.8388,9.99446,10.4007,2.53238,5.92705,10.39508,19.68773,4.5961,5.77213,7.13389,20.8542,22.288,-1.2665,-1.222,3.11193,-1.4301,-0.2553,18.41617,17.54453,2.21665,4.11633,2.6474,-0.8489,-3.5895,-2.3441,18.01349,19.08709,-1.0139,0.89557,-1.4382,3.73,1.736,6.55788
7.66514,2.8324,12.1242,13.14196,6.00333,8.99037,5.5153,7.82866,2.73952,1.2487,1.7846,-2.1112,-1.8467,5.0611,13.09512,-1.0224,2.0173,7.3842,5.23976,-0.5345,-3.5171,9.86084,2.1918,-3.4508,18.36054,5.4996,15.52144,11.336455,-1.2164,-0.8137,3.0166,2.7571,12.81459,2.5312,-0.8156,-1.6667,4.01878,-1.5079,-3.2624,5.13551,1.0688,11.972,-5.4719,2.6084,-1.848,7.24688,1.4757,-0.8511
15.0257,2.8495,13.61244,19.92069,7.78646,13.27894,13.09699,25.5286,-2.3273,-0.6579,1.3022,7.9772,0.81507,1.9176,9.58695,2.2831,9.50543,-1.063,2.74728,4.14114,3.0786,-3.4836,9.77479,1.8418,16.748339,13.4441,7.25282,3.27289,-3.3861,2.954,5.4097,0.6,14.58627,11.4084,12.2723,3.23049,7.7023,8.73129,-4.0213,1.5723,13.15359,14.41835,5.51989,-0.1932,-1.0457,3.50039,-2.0036,6.50258
5.44832,2.8896,13.06576,9.82077,10.014688,8.46072,5.3541,0.456,-2.2743,-7.7081,-0.3797,6.0631,-0.9644,2.2621,18.28265,1.7549,8.19241,6.6289,2.28904,3.15676,8.90021,10.91277,3.4167,7.79858,11.59126,10.4892,22.6845,-1.7511,8.71329,0.5297,6.036,1.8434,13.02791,21.19978,-3.6255,9.22071,10.28016,-0.5812,10.25848,-2.1402,20.40578,11.3814,18.19258,0.3117,-0.3681,1.4796,-1.8814,2.5228
20.55692,2.9661,7.587,5.7228,3.0285,33.8345,6.5549,9.93371,0.1922,0.6485,-0.7326,3.5964,7.57764,2.2711,10.09357,10.34432,8.18712,19.18221,26.922,0.86554,3.9056,2.7317,11.82234,4.7945,7.63579,35.1874,-0.5908,-3.12,3.85169,1.5221,7.8121,1.549,12.10676,21.642436,-5.7279,-0.0236,20.1613,3.37618,5.4977,0.8026,2.5074,-0.4042,1.72093,14.29944,16.79987,9.48717,3.6508,-1.5097
-5.9468,2.978,19.48342,7.9718,1.37644,8.21546,8.34514,12.59571,-0.6132,11.75931,0.2727,14.01441,1.7836,7.35779,17.614924,6.29928,6.77339,11.1413,13.90112,1.72885,15.80694,6.98797,-0.5948,7.32567,14.39975,-0.9643,-2.7489,-4.8568,-4.7798,19.79506,0.7174,2.6926,20.97572,6.0768,-1.6388,-1.3611,-5.9885,2.8578,5.6269,-1.2697,16.6966955,-0.3393,2.28502,-3.5361,3.1989,0.8736,-3.0728,10.39121
10.6306499,2.9916,45.8639,6.1587,6.53732,7.80373,9.5843,11.07489,8.53437,5.47807,14.42053,4.2595,-0.5215,4.17547,9.49441,-6.038,13.38695,3.5259,-3.3704,8.9668,6.19804,13.180831,0.1898,-0.3637,2.57,12.262,14.56382,16.26271,7.79058,0.1126,13.61609,0.0273,15.824838,2.0862,3.16876,-0.2668,1.5793,10.10503,-2.1214,0.584,12.67155,1.6622,2.71207,-3.9855,1.2767,-4.4701,-2.8038,-1.1032
10.134203,3.0003,38.1739,6.1077,4.45358,5.79625,5.4381,12.67691,-2.984,7.59796,2.6459,9.29383,0.3529,4.48778,9.84582,-0.7068,11.39985,-2.4119,-1.1644,2.43241,1.2362,3.46078,-1.0946,3.311,18.63422,12.1895,33.0321,8.6315,3.24601,8.41851,10.67511,0.2769,16.780509,-1.2576,7.05409,42.063,3.39077,2.5302,0.8749,5.9261,10.31138,-2.0735,-2.8049,1.74835,5.04899,-1.0037,-5.0209,-0.7794
23.929,3.0508,10.4946,9.49891,2.58352,7.25411,12.07794,11.27585,-6.5379,1.2603,1.6001,4.7142,0.53244,3.34344,1.79,5.85184,15.939774,0.794,-1.2925,2.7116,8.30209,8.15213,1.3017,4.1553,10.2538,21.54759,-2.0157,4.77844,6.09628,-2.2802,-1.1517,20.83372,23.16957,-4.972,6.76641,14.79644,-2.009,1.0833,4.0251,1.485,16.111459,-2.9229,-1.6272,2.28649,0.5901,7.54113,1.4414,1.367
17.9008,3.0531,9.9863,10.95637,1.29924,3.49866,13.30322,9.18099,0.78038,2.9877,0.7059,0.6993,3.45683,3.46018,3.9967,-4.8393,14.82949,15.63193,19.29755,0.4755,4.40025,4.5677,-0.4922,-1.5611,21.08999,10.9865,17.15032,21.4739,-3.2226,14.07427,-1.1819,2.9386,13.42092,18.0496,0.4507,-2.6018,3.58302,0.5076,2.1351,2.6472,17.275802,-5.0553,7.71277,20.1371,18.54128,-2.9512,-0.932,3.3842
-0.6177,3.106,14.79885,14.51175,4.19862,1.6226,17.062397,9.14627,-0.6662,12.26226,3.4533,-1.8903,1.71121,-0.7028,20.83278,5.59284,18.13604,0.1491,1.93648,11.102079,10.52215,5.86983,8.00372,1.5901,7.36753,6.2769,24.7056,1.76008,6.50027,2.4721,-0.7273,13.4753,12.07656,25.84626,-1.9435,-0.9823,4.34463,7.2816,2.696,5.04758,17.67932,0.365,-6.0505,3.32193,-3.5941,18.38354,-2.3156,-6.1993
3.21735,3.126,8.9326,12.13877,7.74754,7.29588,12.03777,5.12851,-1.5358,1.1668,10.0008,7.1873,5.09151,-0.8389,11.7934,0.5512,12.35205,36.923,18.34455,-3.2862,9.5378,7.40964,0.7564,0.2372,15.715601,17.18181,-7.7148,0.58889,15.8484,9.39467,12.54703,11.11438,16.231846,10.5252,6.48534,-2.7189,6.97795,2.1568,0.275,1.5692,12.99261,8.0536,20.53149,-5.534,-1.1364,0.9882,-1.0847,22.35656
4.97696,3.1474,12.0497,12.53303,4.24545,9.3108,9.58512,5.99507,1.0653,0.7857,1.5357,6.7878,1.88328,7.98109,12.2365,2.7579,-4.9271,7.1589,0.98932,0.2398,7.98142,3.43191,0.5922,4.854,17.84064,2.6142,-2.2637,11.43722,5.50931,11.62234,15.1933,4.6996,-1.6043,4.0529,-2.5976,4.43384,4.22629,1.6291,36.9558,-1.7673,14.47359,-0.77,2.17899,-1.0078,6.8974,5.25668,-3.0433,3.649
1.33923,3.24927,9.2449,25.71915,0.9768,12.278484,7.65607,15.98113,-3.6657,6.6945,2.688,-0.2403,0.4238,3.42606,10.70045,3.2031,2.6957,7.4868,16.38471,8.41982,3.33945,-1.0407,4.9048,11.02675,14.68012,9.0937,14.36334,11.383105,-3.219,4.05407,-0.0661,5.25126,15.925954,14.7225,-1.0126,4.29996,3.0836,9.95696,1.7321,19.73017,11.94655,-2.0794,15.91617,-2.6734,5.43674,1.4784,5.0462,22.04535
13.64714,3.25706,9.2195,7.7711,5.48279,11.51625,10.95547,8.98633,7.72378,9.15755,7.5258,2.1428,2.43602,5.28999,9.47517,14.590673,14.02725,23.194549,-1.1085,-0.9206,8.5245,14.03947,7.6555,-2.0745,17.438498,-0.3949,2.71729,7.73459,7.09447,4.30766,-4.4759,5.07877,0.8644,14.48067,-0.2699,23.6084,2.3246,12.369933,6.0432,4.6598,10.48802,37.1824,-3.6562,0.1827,-3.2137,-1.3044,2.8893,-2.9471
21.3501,3.26326,39.2569,1.7453,3.66285,0.1707,6.3839,19.76979,11.134064,-4.4682,20.10858,1.3361,5.64275,-0.2091,10.34202,23.88681,15.04451,6.1099,-4.35,12.0512,1.3871,-2.3097,18.205644,1.2868,15.979017,26.83895,3.3706,-3.5719,16.27349,5.68392,4.0734,1.133,20.21624,29.29229,0.72663,2.81931,6.65748,9.08234,3.837,5.43108,24.95473,-1.0814,19.92598,3.36608,-7.3143,4.60543,2.5977,21.17643
3.57191,3.2676,11.8108,4.7928,2.91846,3.49796,13.66938,31.5526,12.63149,20.7685,4.711,1.6138,1.9273,11.49279,14.63488,2.3411,17.460536,-0.5317,5.85799,5.43009,4.50747,3.67777,0.7726,5.61527,9.47012,2.5948,5.18219,9.34906,2.4533,5.51538,10.14074,22.26587,6.5725,8.9753,2.6468,-0.3478,-0.2028,2.4113,-0.5268,-3.0136,20.05925,-2.3007,21.9413,-2.9073,-2.0168,1.6227,1.7269,-0.988
12.47689,3.27104,8.5125,16.3577,4.48289,0.6017,8.38421,4.2966,-2.3527,6.52684,7.3392,2.6615,3.20921,0.9815,5.0163,0.4628,6.84457,4.2831,22.8751,5.47628,4.0785,4.80856,-0.1789,0.4459,21.77963,14.58152,-0.0948,0.4456,3.66282,3.5173,7.3086,8.25643,11.37812,-0.7931,21.499,16.72513,12.768067,0.9806,6.9551,3.5861,1.8673,0.6196,-0.9223,0.2008,11.00067,2.8462,1.4379,20.39965
33.5958,3.42031,16.58769,7.5165,2.58656,6.3585,7.0389,23.74772,1.7333,7.86748,1.444,7.0563,0.70927,4.71394,3.1148,-2.7361,11.31942,0.9515,-0.5892,18.05684,-0.474,7.64045,-1.7013,4.6885,21.7254,34.9975,-4.1734,4.67597,-6.2047,5.14677,0.5621,21.8696,2.7443,20.76972,-0.3818,26.0411,2.3949,11.61968,1.7483,4.96054,16.210633,-0.7146,-2.4433,9.652062,-5.0993,3.20364,1.4833,-2.0978
10.354751,3.42087,10.5884,13.89193,3.81883,24.81,7.5878,9.33682,2.76993,5.89007,4.2479,7.0683,0.2721,5.95411,12.81093,2.2655,20.02798,28.3931,-3.2315,-0.4298,13.006712,0.4191,-0.6069,18.50685,4.637,3.0065,-2.9516,39.2673,-0.5592,0.9713,6.8704,-2.3228,14.85538,2.8418,-0.1703,10.674242,5.86465,5.28618,0.4365,4.102,14.9955,2.7918,18.13752,1.94413,5.2154,1.7653,4.1622,-1.9197
6.37857,3.44897,28.98312,9.87242,8.77777,8.37084,8.64849,5.37326,0.3465,2.7653,1.8191,5.2847,1.92555,2.3748,7.14394,8.10722,15.41451,2.588,20.16918,-1.3591,7.64672,12.238253,10.16386,1.0323,16.308539,12.1761,-3.7408,-1.6133,6.07425,-1.97,10.97649,-2.5151,11.28847,8.6905,-3.375,3.53345,15.5632,4.63649,4.5823,2.9198,8.79026,8.7346,4.81373,4.37892,0.8932,1.9735,3.3339,-3.0607
8.48839,3.51085,9.7652,7.9519,1.24074,9.36064,9.50609,8.21574,-0.564,8.12292,7.574,11.75287,-2.5906,2.3772,3.9263,19.70604,12.89173,16.70017,-2.4368,-3.1291,10.55424,-1.4642,9.78821,21.49005,14.3773,1.5422,-0.7417,15.21042,-5.2581,1.9349,-2.3085,3.5779,14.89048,1.1783,-2.9693,0.1172,0.5485,2.2563,1.3902,13.64753,14.71203,2.3252,-2.7035,-4.1277,-2.7359,-0.9474,0.207,-7.0431
9.43778,3.51724,40.3917,9.76995,3.22819,9.27096,4.4956,7.129,-3.972,3.1589,1.8647,-1.6073,1.17178,1.4434,4.9617,12.59026,24.4985,4.461,12.78325,2.53278,2.8607,8.17537,4.9812,0.3432,14.37408,19.84904,9.41346,3.7344,8.61881,0.4921,1.7495,2.1207,14.19016,21.38636,-1.4076,15.43687,14.60063,1.9659,3.6689,-0.3184,12.10887,14.78608,-5.2679,-1.1845,-4.8186,-1.7063,-0.7269,11.62719
8.4378,3.51809,10.3073,9.10307,2.08476,4.66419,9.62804,2.4283,-0.5747,6.04406,4.7832,-2.0199,-0.3521,5.11888,10.47217,2.5536,8.44886,17.94451,13.5227,0.4229,9.17813,3.6122,6.8343,1.6048,13.62109,10.3313,-5.6705,31.7024,6.25048,0.5043,-0.7155,10.51527,20.91593,7.0092,35.5827,-2.0115,-4.283,2.0202,14.49509,-6.1381,16.847147,3.7452,10.456458,-4.2085,5.06693,-1.7094,-2.2311,40.6977
6.49925,3.54931,12.1138,12.20929,3.48336,4.94282,7.25653,13.890734,1.80928,3.0498,4.6834,7.6378,-0.114,3.55502,10.13656,0.9779,16.428226,3.0053,27.3673,3.69689,-0.535,-3.7987,8.33539,2.749,14.524,-2.0867,2.64727,12.6539,-0.9104,10.94196,-2.7348,0.7654,15.27126,-3.3614,-1.242,13.08823,-13.0718,1.3851,12.28398,-5.5602,-0.7913,-0.1821,26.3465,1.94292,-1.5902,4.71235,-6.0239,0.3964
5.81819,3.59409,6.0093,8.93139,10.49140067,6.7796,10.40859,2.8302,-5.39,5.6702,-0.3873,10.58155,2.89515,6.98287,0.9076,3.1481,-3.9056,11.143,-7.6531,-2.6605,0.4317,-2.2869,3.105,19.38564,14.49558,21.726577,1.58114,-2.2279,10.02912,7.86399,-2.3393,-7.7163,15.22939,2.5465,-3.9669,28.887,10.84783,0.7508,2.6455,15.368722,17.153138,11.7848,20.32642,0.75211,22.07115,3.62596,4.9262,-0.2739
25.0623,3.64525,10.9823,5.8763,4.56879,6.7479,9.11573,11.92404,17.6274,-2.9395,-1.237,3.9195,2.5997,3.06209,5.4882,-1.3543,11.67656,28.55587,-2.9815,1.41622,1.4328,2.9074,0.9832,-0.0738,16.206388,27.93029,0.4928,3.87369,7.86932,0.4107,7.4174,-1.8278,14.17298,4.345,11.018079,-5.1574,2.2622,-1.097,-1.9335,28.5039,13.03265,5.6841,-0.6626,9.31737,8.32727,0.1658,5.1996,2.9235
8.97992,3.66864,9.6621,7.915,3.99522,2.5744,13.13212,3.5535,4.78896,-0.0601,8.0037,5.939,0.2091,5.39715,11.895,-2.0766,13.54861,21.2357,13.22377,0.98466,-0.8426,2.5223,14.13793,11.47229,11.14403,8.3026,1.26449,1.36859,-8.1137,3.9655,4.5322,4.3668,10.52382,28.62631,21.5986,13.16976,-0.2661,10.84671,5.9216,-7.5271,19.44981,-2.947,-0.7774,1.22076,-1.826,3.59505,10.5091,-1.5935
12.23544,3.68266,15.92501,13.56283,4.7348,5.40632,6.4799,26.6638,0.1759,5.66126,5.0613,5.8074,3.43632,4.09105,3.9349,16.4062,11.97011,2.3868,2.59501,1.56453,-1.4129,11.92701,8.31935,17.01285,17.293108,7.694,-1.2655,5.78372,3.52718,-1.6393,4.978,3.8396,18.06526,6.5662,7.90863,4.39615,-4.0989,19.48204,13.64792,3.4855,23.14033,-1.9487,9.935636,3.6107,6.28718,6.90061,3.3558,-1.9664
6.3928,3.72969,22.443121,12.64172,5.21772,-1.8901,5.9101,10.68924,-2.3961,5.84039,1.6952,5.299,1.37249,6.04055,13.53954,3.7621,9.32389,6.7213,-6.5947,3.84064,-0.1255,0.5114,12.22198,-7.1588,12.04339,6.1661,1.28475,10.737074,8.43713,3.05469,7.486,2.6893,8.55136,2.2909,-3.0778,-0.7402,7.31595,13.856242,2.4837,-1.2086,11.25591,21.21896,-3.6699,2.03232,0.7604,-1.7214,0.8401,-1.8392
24.8688,3.83567,8.0222,3.1038,3.50015,8.54141,11.72352,35.8501,4.16746,6.54787,-3.9421,-0.5466,3.1895,2.5092,2.2803,3.6773,10.1724,24.29516,-1.3424,-0.1531,3.32736,4.21554,16.2601,-1.9582,22.94415,44.3603,-3.2821,6.46422,0.9495,-3.5014,9.25234,4.7821,17.115124,14.28788,-0.2249,0.58308,4.97926,-4.9178,7.7541,-1.0349,13.92845,2.3998,-1.0764,0.1707,-8.0648,4.384,-0.3272,4.508
-0.3879,3.8446,11.0009,12.58955,7.69568,7.08727,6.4878,20.53838,0.2041,14.65977,6.4651,3.2634,0.3469,13.218955,10.14609,-0.1758,10.23185,12.62797,-0.8054,3.64142,10.65411,1.6065,-0.9348,3.3559,12.72531,25.08019,-2.0452,2.88439,7.58801,6.15478,2.9369,-1.4124,12.73898,10.4444,10.177011,2.90986,-4.7995,6.32642,5.0395,2.4086,16.359599,15.25699,-4.8082,-2.9533,-12.8649,1.9368,0.2215,-2.0477
-0.4196,3.92503,11.3473,4.9563,1.69014,-0.0997,12.8438,21.5667,1.49981,11.36658,0.4211,7.5375,24.4371,-0.4677,14.64318,2.1785,9.71611,12.62372,-3.2249,8.1468,9.85328,7.86282,4.6943,4.91704,9.44571,-1.1136,-3.3105,-1.1145,-5.5397,2.8738,17.9821852,-1.8012,14.5665,24.25471,0.78147,1.15142,8.75793,3.2755,5.2872,-0.7336,15.55794,0.1089,1.30472,2.26132,2.8084,-3.7083,-4.5734,0.9235
21.71,3.97343,11.5872,16.76006,5.76211,2.135,9.65906,5.48301,12.33331,4.23308,2.3188,0.2012,13.55707,0.6814,7.08644,-3.6918,5.1521,7.7883,6.87782,1.01689,8.45535,3.20115,2.7789,0.4868,4.1356,-0.874,17.3655,8.7419,-0.2491,6.63598,3.1261,0.8886,14.48218,16.51405,-8.845,-0.3472,2.9139,3.66459,-4.1828,-1.6787,18.59259,23.88249,-1.5135,1.26024,6.62635,3.4967,-3.3246,3.4407
23.268,4.14546,35.2934,5.158,8.426,6.24751,11.05668,10.22624,-2.6989,20.94335,-2.2926,4.2083,0.1886,4.0124,15.1438,0.7974,6.65412,13.41372,21.48,4.54152,3.50817,1.4428,2.2671,-2.3567,0.5687,1.4554,3.15476,3.75541,9.22083,1.837,2.9135,-5.2285,11.13804,31.10794,-2.0035,-1.7755,-3.2709,24.3012,-0.0726,-2.9751,16.7269051,-0.7748,-1.054,-4.4408,-1.8208,-0.6765,3.0243,10.09656
9.37508,4.16813,18.53816,9.78265,6.38483,10.34347,8.73413,25.2104,-2.2118,0.6517,23.76202,0.8432,2.13693,3.23702,9.57288,7.50629,13.22484,33.4909,-0.5084,3.51553,-4.5017,-1.9867,-0.2609,-0.6383,13.25135,7.8972,-0.0967,1.75074,6.69477,-0.079,3.6012,19.45786,21.30981,21.59774,-4.6765,-4.5537,9.50915,-3.7112,-0.0778,9.86884,10.71343,-2.3201,-2.8272,-3.1815,5.6796,-0.1767,1.0783,1.5113
-2.5478,4.16884,31.11673,5.0768,5.01479,11.50983,12.09715,0.8739,-3.7747,2.6112,13.56782,4.0652,1.89223,3.49606,22.19315,2.0747,9.70245,-3.9323,9.817744,0.94332,4.04556,5.54702,-1.5311,12.26798,12.6861,27.59298,0.496,-0.4741,4.45358,-1.1879,2.2348,2.6975,6.4337,30.78213,-8.5023,-0.6581,1.5522,-3.8337,1.497,5.65537,14.58702,-2.5226,3.12487,-1.6342,3.2098,-2.0569,11.10685,-0.3029
6.12178,4.18291,31.0134,5.9263,1.23728,3.21612,12.99709,18.20909,-0.7105,-7.0862,18.87126,4.3855,1.44441,3.35128,10.1624,17.99826,7.70653,32.40461,2.0122,-0.4515,0.9221,6.05381,8.09657,4.0297,22.10374,36.9086,-7.9191,-3.0404,12.242661,7.61839,1.2592,4.5733,27.9325,-4.0913,0.5359,-1.0745,4.1208,5.39343,0.4534,1.4233,18.14813,-6.9024,-3.5496,-1.1725,1.8852,-2.9262,6.4297,7.43822
5.24462,4.18992,23.057333,7.9083,5.99686,8.902,8.39016,9.96379,-0.9852,4.85666,4.5722,2.3158,3.02244,5.16746,4.4481,14.706404,9.30581,4.4913,21.9206,10.5858881,8.17922,2.5874,2.5238,14.081194,17.375024,19.00018,12.79871,8.45398,10.25982,3.43713,4.4018,5.95623,7.93674,-3.0319,1.97068,-5.5312,8.94271,-2.3956,5.435,-1.5986,13.54977,1.9576,-5.3345,0.57454,-6.5026,0.2094,-2.7959,1.2563
8.34422,4.19706,10.5054,6.3851,4.58311,3.48287,2.92,18.71853,2.0472,0.7169,1.7024,-3.4571,2.00867,7.79168,7.28017,4.6658,18.58845,15.6662,-0.6035,2.59527,10.81927,13.802396,-3.7381,4.3267,11.51136,4.9656,10.6455236,1.67063,10.9862,2.423,6.4096,3.4279,14.29775,18.73811,-3.5584,1.10023,2.7548,1.8841,1.684,1.3082,5.5668,17.93709,-3.4968,10.119921,-1.4722,0.9517,-3.7812,1.7852
-0.5175,4.20468,32.7538,12.25711,6.72733,6.46474,7.09749,19.95467,1.38784,3.28708,-1.0513,9.48975,6.89172,2.7657,20.52587,4.5377,20.09496,7.0098,-2.1029,-0.46,9.02528,0.8509,0.6601,-1.7907,16.5032,27.31222,0.4864,0.66947,0.7819,0.9309,11.54392,24.35196,18.31164,19.61631,0.74228,-3.239,2.4214,0.4744,-1.543,-2.8889,11.69137,-3.0217,-1.4095,1.49029,11.05135,8.4734,5.0078,-1.9089
6.28923,4.26572,40.0669,6.9808,3.75838,4.53162,10.0556,12.52993,-0.1377,1.2091,1.8062,-1.2727,-1.4606,2.2755,5.2874,2.6938,7.53574,22.770572,-1.3925,6.31566,-0.3151,-0.552,8.21289,-0.9572,17.465951,19.92294,4.80029,3.06519,3.3796,10.65672,-4.6419,4.6952,16.165677,11.9616,-1.6974,9.696045,-0.6902,-4.2573,1.962,-0.8777,4.8807,14.05318,-4.0915,-1.1325,-8.4118,2.8236,2.0881,-3.6207
26.943,4.29103,31.03225,9.13408,4.39284,4.95405,7.40982,30.341,-4.9186,2.9344,7.086,6.3205,0.4063,4.19795,4.8627,6.88615,10.08676,22.042439,-2.7775,-2.5956,-1.5343,4.42272,6.6672,25.2024,18.4478,8.7532,0.3865,-0.8443,-5.884,8.5083,4.5117,-3.2262,5.2307,24.73422,-0.1403,10.229747,4.94827,-1.441,5.9686,34.6022,18.30804,8.9032,-3.2431,0.7948,1.3301,-0.6653,-3.3638,23.70704
7.25544,4.30201,9.8851,8.44325,3.35754,-0.4993,12.28326,21.90913,1.51322,-4.298,2.824,2.2453,6.28657,8.89979,12.00818,-2.9386,10.53552,4.1032,-0.4629,-3.602,9.45261,4.26745,-0.0087,1.1224,17.72141,18.73382,-3.6559,1.43077,1.8434,10.70096,0.2284,29.0561,-0.4011,0.505,-3.4093,-3.4441,-5.1659,-4.3067,0.0941,-0.857,17.63622,1.1469,-3.1206,-1.5756,-1.0074,-2.8297,-0.3338,9.90059
33.0253,4.32213,3.2356,9.77797,5.05022,5.68524,12.29225,18.38626,-1.9196,-0.4945,3.1648,-0.3794,4.40987,4.94695,8.63675,1.3871,6.69141,15.25193,-0.0869,3.50148,2.3855,8.47187,7.6051,0.7796,19.38247,6.7458,-1.0847,-0.3873,3.57101,-4.6217,6.374,0.0569,6.73429,-1.5283,-1.3987,-3.1033,5.30114,-2.9114,0.7386,-6.9063,23.46647,24.00891,-2.0628,-2.2139,-4.1607,10.16896,3.0989,-3.3216
-4.0142,4.36295,15.03324,8.98902,7.14433,6.47017,8.10104,18.12058,-2.2177,0.7757,-0.1882,1.3642,1.42949,2.6954,6.0936,2.3748,13.61674,1.809,3.91091,-1.0861,-4.6743,7.74799,4.612,-4.6026,24.91977,18.75537,-5.4921,-1.743,10.92984,5.18045,1.7477,-3.0226,19.7596,-4.6508,21.992,12.21527,4.11441,-0.4607,12.9668,-0.5255,19.81094,-0.0507,-2.9984,-0.2824,8.07094,-3.1841,0.4385,-0.4756
1.79008,4.41203,13.49007,8.76643,2.63753,7.36351,8.67633,12.48193,10.230143,6.96415,13.08194,8.36758,4.79188,-1.8996,6.66802,-0.4356,12.94853,8.3022,36.2779,19.15387,1.1956,9.02468,3.7739,4.1727,16.033545,-0.4471,-5.3848,-3.0294,-4.4952,0.3776,9.93599,-0.5698,19.02507,35.2771,-1.9901,-0.7337,8.83783,7.102,5.9436,-1.0782,12.23984,-2.6495,-0.743,0.64095,-6.6302,7.45534,1.9206,-1.0638
