AChBP_random,Cav2.2_random,α4β2_random,α9α10_random,α7_random,α3β4_random,Nav1.2_random,α3β2_random,AChBP_C1,Cav2.2_C1,α4β2_C1,α9α10_C1,α7_C1,α3β4_C1,Nav1.2_C1,α3β2_C1,Nav1.2_C2,α4β2_C2,AChBP_C2,α7_C2,Cav2.2_C2,α3β4_C2,α9α10_C2,α3β2_C2,Nav1.2_C3,α4β2_C3,AChBP_C3,α7_C3,Cav2.2_C3,α3β4_C3,α9α10_C3,α3β2_C3,Nav1.2_C4,α4β2_C4,AChBP_C4,α7_C4,Cav2.2_C4,α3β4_C4,α9α10_C4,α3β2_C4,Nav1.2_C5,α4β2_C5,AChBP_C5,α7_C5,Cav2.2_C5,α3β4_C5,α9α10_C5,α3β2_C5
3.4166,11.06238,16.47429,10.29398,4.19126,-1.8785,11.81683,30.212,4.27085,6.61444,1.5603,2.972,-0.0117,1.1561,18.89867,2.273,20.18222,11.7141,2.26266,34.3925,8.67259,12.59066,4.0155,0.0911,16.6955648,5.428,2.27476,-3.0645,-0.4487,-5.2881,-0.4379,-1.1159,7.4327,25.29355,-1.9908,-5.643,-3.5788,-0.9057,1.4112,4.3273,5.1972,16.28506,-1.8647,-4.2231,-3.1832,-4.6919,0.4824,2.0654
36.3666,11.06462,32.8694,8.21375,4.29426,4.74034,13.19224,7.47854,-2.9035,15.25231,11.227,2.9464,1.13854,4.67808,14.01897,11.01388,11.00695,-1.5857,4.13952,0.86907,22.36804,4.98267,2.875,0.1963,8.4662,19.66784,-1.8226,18.131,-4.4262,0.1931,-2.3852,-1.8589,13.57848,18.61011,0.84677,10.697979,-2.7308,-1.8396,9.26954,-3.3339,7.38014,31.94039,-2.2316,-3.4187,3.67036,-1.8714,-2.6191,-4.8207
7.05943,11.07121,24.99774,11.90033,4.79917,1.4969,16.8354,18.34735,-3.6906,3.1737,27.86343,0.0469,0.69228,3.58838,14.12309,2.5748,4.038,-0.3866,-1.79,2.92932,6.17766,10.94282,1.8827,6.39616,17.69033,19.18721,21.7507,9.619769,2.729,13.967939,0.3064,4.0304,7.76861,1.6006,-1.4962,16.17459,0.2138,-0.2101,2.1001,-3.2182,18.25357,15.13647,-0.6139,0.191,0.0149,9.4965,1.3268,-4.5992
15.27838,11.0867,11.6146,12.21638,-0.9841,0.0205,16.62341902,23.37863,2.14619,0.6089,7.6335,5.3409,7.94244,4.13419,9.79742,1.4318,15.10997,30.63192,10.306824,9.43872,2.6574,0.4923,1.2367,3.9147,12.82513,6.2218,5.20654,-5.0992,5.52566,1.4636,2.5521,-0.8427,14.54189,14.04427,0.6577,5.65664,-0.7021,8.27673,8.04006,-4.6099,14.62109,-2.193,-2.3378,2.59684,3.2983,-0.3252,0.3599,-1.8167
3.72223,11.09693,61.9852,10.79425,1.60282,15.46937,11.13568,5.58905,-0.1334,4.42141,1.2892,0.4752,-1.4763,9.23826,7.76094,-1.9648,9.58656,23.562051,-0.6667,1.47956,6.95201,1.7519,5.8212,3.9628,11.42541,38.818,10.17621,3.6265,2.6007,2.4429,2.46,7.35012,9.27755,-1.9704,-7.5503,-5.2792,-2.4913,4.40019,-2.6674,2.4827,20.92284,6.1338,-4.8147,-1.5509,-12.7965,3.69732,5.6784,-0.4417
8.46769,11.10042,17.58492,8.38899,2.83111,2.1187,15.811059,2.7929,-2.7542,8.84051,2.5818,1.2591,-0.511,-1.0233,15.12194,-3.2399,15.53964,-1.1409,3.97718,-2.3376,0.938,-1.5081,2.3697,16.97198,10.55885,31.56717,-1.349,3.05336,4.5295,0.2252,5.8225,-0.7833,21.55601,1.8298,-3.3306,-0.3723,0.7323,1.3448,6.924,-3.1181,3.264,-0.9511,-3.0136,-1.7609,-9.8291,2.869,-0.0046,5.38615
6.45778,11.10611,12.82659,12.59601,2.25702,6.80774,14.79331,5.23011,4.19844,-1.0971,2.6273,9.41793,3.92381,5.84593,4.1792,0.9455,20.33493,26.51105,-7.6749,11.069146,-4.6504,-3.0812,1.0282,10.59214,1.1622,31.45973,-1.1406,0.74685,5.58023,5.13514,8.47025,21.40996,18.40724,8.3815,2.79115,-2.7599,-4.0121,-0.6124,4.2633,-1.9696,7.63141,-0.2441,-5.3489,0.91602,1.5046,-1.1318,-0.2555,-4.4952
4.76989,11.13119,27.18411,0.0679,4.50148,-2.15,9.97993,13.40526,-4.0034,9.97923,-1.5877,6.346,3.86674,6.19627,10.64954,1.5684,10.47293,20.83882,-1.4372,1.42353,3.21281,1.8717,1.6657,13.55747,16.223256,25.30142,15.36629,-0.8299,3.88908,6.66148,-0.8056,17.91459,13.14576,18.3319,-4.243,-0.2583,-3.9549,8.05171,-1.8505,-3.5375,21.26626,23.69907,-3.7751,-0.0683,-1.4873,1.0584,-2.1417,16.54831
5.97842,11.1342,28.52233,2.183,2.28151,4.20884,15.11827,18.17103,-5.2158,11.68438,1.314,5.7913,-0.2673,8.77296,11.53826,4.6711,14.13951,20.62834,-0.9705,5.32405,7.16749,0.6089,2.9841,9.09328,12.81289,11.0298,-4.2005,2.08304,10.62823,5.94462,-2.1889,12.84014,16.817458,0.95,19.13471,0.437,3.43802,2.5238,7.257,21.94345,10.55367,3.4052,-6.3081,0.89753,-3.3387,-0.1154,-2.5106,-2.5457
7.61363,11.13707,12.87546,9.35056,1.87371,8.5752,13.11096,11.03022,5.2834,4.80317,12.0662,0.3072,0.2878,7.14477,4.8857,-1.8057,15.913245,6.4134,-6.3721,8.32107,11.55691,5.66632,6.4228,6.18961,8.64346,5.4734,-0.8957,-1.6752,-1.2629,2.5859,-0.0212,0.2656,8.13807,-1.7797,-3.3346,1.28309,3.56402,-0.1007,-1.2426,1.4884,2.4826,-2.2142,-3.9954,-6.8788,-17.5432,4.06272,0.2012,2.7126
9.01925,11.13733,34.0022,4.6554,4.85618,11.11146,17.93258,9.16076,-1.8171,3.1833,4.5009,9.28846,-4.3551,7.84496,11.96956,9.9954,7.80464,1.0641,-1.3213,3.31733,6.66724,4.62379,0.0965,5.03097,16.285367,14.82728,-1.147,-4.9433,6.55197,-0.4806,18.657199,-0.5033,16.7136264,8.8152,0.88453,-5.1603,5.79319,8.5691,-1.6491,2.4235,7.90574,18.59193,-1.866,-7.6597,-2.6148,-0.1805,-1.3081,-3.5607
13.26833,11.14777,8.672,6.6686,5.50407,4.41051,15.08226,28.1227,1.14545,2.0583,19.86634,5.175,2.55961,6.52248,7.58941,-0.0958,2.1571,12.587,-1.5926,-1.5302,7.6904,-0.927,-0.7448,5.16495,13.17465,-1.4306,-8.7591,14.98719,0.2952,11.89907,9.29506,16.71522,17.85389,27.76272,0.622,-5.353,-6.2112,7.3265,1.2208,-2.8694,20.35732,-0.1143,-2.7553,-6.9342,-2.3383,0.5913,-2.7997,-0.5867
8.78613,11.15395,24.27918,12.92097,5.33569,5.16215,14.20667,32.7776,7.02906,6.6352,-2.0186,1.1965,3.05643,1.0918,11.31703,2.1269,9.11021,5.5616,1.59131,-2.2251,0.5264,10.48875,4.959,-1.8637,16.5559865,15.69327,0.0285,-0.4981,-7.0138,2.5114,2.7475,1.6442,13.63979,30.21744,16.08746,-7.8735,5.7799,-4.1186,2.4707,-1.0411,2.4677,-0.94,0.4031,1.9842,-0.2143,1.6703,1.1054,0.1525
-0.2864,11.15543,18.9703,7.5296,1.74277,-2.0128,8.99417,31.2565,-4.6992,1.2668,2.1716,5.7365,1.84881,6.06794,14.85151,4.5749,-4.8851,13.66429,2.43226,16.51735,8.36609,1.0944,8.40286,5.04347,14.18808,15.38485,-2.5726,8.40801,7.75764,4.20921,4.0166,0.4765,4.4837,-0.901,19.3782,-6.311,1.3093,4.52739,0.3304,4.424,15.62443,16.2868,-4.9063,0.4795,4.90379,0.9686,2.5172,-1.855
1.87035,11.20153,6.4846,11.30073,4.57063,4.96576,14.04209,12.44091,0.89187,7.48244,19.83728,2.0635,0.6077,-0.8473,9.32189,0.1378,14.80433,25.63527,-1.4684,5.68524,4.14589,0.9892,1.7435,0.8582,19.58608,3.5601,-0.3278,2.42433,-0.7992,8.09031,0.3192,0.4752,15.18699,-0.0498,12.89713,14.28791,2.8473,7.95813,10.51201,0.1211,8.12933,7.6309,-5.5531,-2.4248,6.89977,10.43349,-1.1995,-1.3158
13.99876,11.20521,6.8983,8.99674,5.12923,1.4006,7.64282,2.7577,1.05927,0.6527,3.1863,7.0574,2.87549,7.0123,8.42641,-3.6425,12.44653,17.2152,-3.4221,2.66796,10.09139,6.4057,2.3717,1.2036,15.674312,21.962108,63.0404,4.096,-2.0735,4.19191,-2.2238,-0.0394,7.22427,-0.8875,-0.7049,1.73345,-2.6146,1.3934,0.7705,5.97434,19.32261,-2.9773,4.49165,1.73759,0.6165,2.6431,4.3778,-1.7854
8.01599,11.22218,3.5192,5.5285,3.68501,0.0647,10.95055,6.17246,-2.4683,0.1049,0.1077,3.977,1.38632,1.7154,-0.7632,-0.403,4.5112,8.7219,-4.6647,0.77039,8.3727,5.48884,7.9517,0.6565,21.08247,-3.5285,4.56776,5.23348,-1.3511,-1.2584,4.3392,1.1524,16.230499,11.1258,0.75413,-0.5771,-0.7079,2.612,2.6505,0.079,18.36026,3.8425,-6.9628,2.99482,-1.2786,-0.6589,0.1038,-0.9308
21.2924,11.26001,31.40086,9.95214,10.178497,2.1157,16.090487,22.49213,4.89611,1.9366,5.3817,4.0327,0.2304,1.6414,3.5186,3.2414,19.19393,2.231,-3.0733,2.78701,15.74377,8.43157,-1.9567,-3.3799,16.276667,8.8594,0.0997,0.3569,14.7325,5.3791,-1.5427,24.70522,11.97224,20.03757,2.32621,-2.0395,-1.1792,1.175,-0.5522,-1.7173,15.30023,-2.97,6.47618,-2.2378,-5.9065,7.6154,3.7129,-0.6313
4.25283,11.26474,12.71758,9.32782,4.83728,5.18296,13.74037,11.01284,12.96973,9.12328,12.62218,2.2383,1.90545,5.61396,15.20356,2.1456,4.5055,10.3249,0.86006,-0.9065,18.0314,6.76622,-0.6465,-1.6656,18.23777,29.8352,11.478213,-1.0799,14.34549,-1.0279,-0.4929,9.52037,21.77513,14.65071,0.4969,5.94154,3.38859,5.95767,-1.2913,0.6754,11.88076,2.0141,-1.495,1.53378,-2.753,-0.2495,3.0267,-4.7728
0.604,11.28292,39.6128,12.25716,4.56712,5.85269,13.51951,9.80989,4.00822,6.83499,1.6282,7.2882,-2.4655,5.43033,7.77459,4.26,12.07908,21.09438,0.70366,1.75712,-0.7007,4.32881,11.05057,1.0662,15.13992,10.4644,-0.021,-2.2576,10.16916,10.47175,0.519,-0.8901,22.23889,14.80621,-2.5615,14.7836,-2.0644,-2.5877,2.0985,21.54267,3.6217,-2.266,-2.9869,1.73227,3.98165,3.29042,-2.6144,-0.307
2.97371,11.29006,13.38084,8.16943,4.11342,-1.6772,11.99765,3.7695,3.66526,3.1872,5.58,8.37012,0.79985,5.68268,9.26801,-0.5047,9.10102,7.8842,-2.7982,2.36974,-5.5401,-1.7506,-1.385,0.3939,11.76873,16.77906,0.5837,-0.0222,-4.3183,6.49858,3.943,3.3188,16.839544,3.0929,-1.3911,-0.6405,2.7701,3.68102,8.72485,-0.3236,21.09995,-3.3728,7.4352,-1.8754,-1.6799,-0.2883,11.76667,3.2378
13.5777,11.29406,13.16749,10.66677,8.4819,6.04485,14.53876,26.1406,-1.0713,1.9054,13.88609,1.2265,-0.7501,6.00277,16.104795,1.0826,10.82965,13.9269,0.2971,-2.4039,-3.0077,4.99062,13.97996,6.18672,9.19238,27.27465,-0.7163,9.721851,0.211,2.3897,-0.0499,-4.5292,13.09128,-3.4614,-0.5589,-0.3081,10.95892,-1.8924,0.6761,13.07456,21.16996,-1.6314,-2.5214,4.77201,5.90823,3.65361,-2.0777,-2.1061
17.78917,11.30401,26.71053,7.9343,4.36033,3.14259,17.85663,4.5368,3.38641,3.2014,18.63681,5.7537,-3.0209,6.86116,12.09111,15.77371,14.96823,28.38071,-2.9025,4.05573,3.22592,2.8581,5.9021,3.7668,-0.1323,11.6913,-7.7154,1.69504,6.0182,1.673,7.796,0.8963,18.4204,9.9913,-7.6579,-3.6981,1.9801,1.0908,1.2508,-1.861,19.80366,25.2918,2.83627,-1.7633,0.0607,-2.3011,2.4119,4.8044
3.37765,11.3195,9.1398,4.9815,3.34692,-2.0572,16.5603347,4.2189,5.78861,3.63302,-1.1659,1.4502,4.5248,2.0753,18.24895,0.1871,4.0348,5.1486,-2.7033,0.4768,3.0375,1.309,-0.0386,1.0521,12.12258,17.71674,-2.4809,14.41048,3.79334,14.71497,6.0528,2.2344,13.69902,-0.7932,-1.5882,0.1341,-3.2264,-3.6574,8.17065,2.5496,19.49413,4.21,-1.5533,-0.6398,0.4334,-0.0412,-0.6194,-2.5411
11.324412,11.32131,11.7075,1.1585,4.07922,5.96707,8.93523,12.68756,-4.9512,7.45458,0.9116,5.9327,1.33635,6.58343,16.780882,-1.9446,5.7573,19.581,-2.7171,10.227255,3.95981,13.368796,-0.6221,0.2962,20.29996,29.8424,8.4427,5.93477,4.70668,4.16628,0.0151,-2.1763,8.05639,5.312,-3.7096,-0.5972,1.5817,4.82378,0.875,-4.0478,19.56258,0.2651,-3.1166,-0.2749,-7.5405,-0.0299,-3.2475,-2.0704
26.0005,11.32421,10.1114,12.5784,6.01626,4.0042,17.279335,3.0358,-2.4917,4.27397,18.05967,3.6563,14.11474,5.33359,7.75382,32.3683,8.40068,19.62678,2.31663,0.79848,2.4531,8.73191,-2.7364,1.0995,16.63275707,7.8732,-0.9944,6.97325,3.37203,3.34968,-0.7001,-0.2959,5.4383,2.3679,-3.9629,2.04227,2.2902,5.4787,4.0297,24.17904,12.99203,-1.5012,10.573817,7.16375,3.51372,-3.4102,-1.1541,-3.1195
7.55446,11.34167,15.72673,12.84794,2.55592,-0.0939,16.696969,12.62176,3.49056,1.968,15.8766,9.75916,1.35774,9.18268,9.35231,4.0091,14.86782,-1.6693,7.45892,14.8774,-6.6876,-0.5777,-0.1643,1.3105,21.81434,-2.6351,7.05858,-0.8208,4.13655,1.7052,2.0664,5.35098,17.116199,-0.8933,-4.7821,0.2118,11.26285,5.06373,4.4864,-0.6942,7.80845,-2.929,-2.6442,-1.6482,-5.365,-4.2397,-2.1986,-1.4554
1.94659,11.34195,35.697,4.5915,5.4055,9.55921,16.6559027,2.1106,5.94085,5.13695,8.8382,7.059,-0.7326,7.44284,8.02851,-0.2858,7.89677,20.93049,5.43226,1.18291,0.6223,8.70843,6.5797,10.01432,14.01436,-1.7055,-0.8005,1.3532,-1.3231,1.4235,6.5439,3.2239,10.37542,-0.8576,2.50933,4.21394,2.8702,-1.4094,-1.6877,1.6383,7.83895,1.9855,-2.4632,8.00672,-6.3975,-1.9944,1.0326,18.12693
7.23554,11.3519,19.77398,20.51125,7.72624,2.5331,3.0536,2.7349,-0.3868,5.66137,1.0804,6.7629,2.13233,1.4307,10.33491,8.4291,18.84244,18.24536,30.5652,-0.9882,-2.1889,-0.0297,11.36992,15.118855,5.4813,9.7793,-0.9413,2.08984,10.46775,9.46041,5.9449,2.4407,11.34716,11.318,-2.0806,6.37491,0.9276,1.1321,-2.1675,1.5048,1.8224,29.33284,-0.3195,0.3835,-6.4416,1.8944,18.895407,1.1585
-1.6004,11.35371,19.85311,10.33894,8.65,1.3506,15.20592,11.10493,-5.5794,2.5034,3.3246,0.7449,2.7489,4.04535,17.7151,-2.3207,15.30815,2.2202,-3.4359,1.29659,2.0348,2.6498,1.8805,16.58876,18.9277,36.4532,3.10533,-2.9409,4.88783,5.70043,1.6288,-2.5985,22.66626,-3.1236,-7.1938,2.98936,-2.7483,-2.2922,0.6459,-0.4865,15.804434,0.3044,-1.756,6.68278,-4.0115,3.10733,0.2765,4.6604
21.2765,11.35541,29.40935,2.0146,7.64143,1.6918,10.54752,2.7251,-3.0828,9.70973,0.5791,-0.5849,0.71123,5.46992,12.64978,-0.3039,13.8957,20.98787,-2.057,0.1859,1.8682,3.87335,7.873,1.3323,11.31749,14.65935,-4.9103,9.688378,4.26735,-2.8218,1.1241,0.8455,15.39745,20.28299,-0.0919,-1.6877,6.49,11.87691,1.5368,2.4296,12.40913,20.8275,0.1256,-3.6747,-3.6498,2.1837,1.9321,1.131
1.67829,11.35704,14.11895,14.81963,4.59695,6.92145,13.75908,23.43432,-2.3584,2.6798,17.31313,7.4856,0.2932,4.78251,10.92035,-0.7759,10.54492,19.49313,16.4174,-1.1619,0.6897,0.7466,4.741,0.4964,10.9019,-3.018,-1.3834,1.92778,-2.3527,0.5511,0.4968,-1.3002,19.07965,25.09026,11.316907,2.46473,-12.3389,5.88611,-0.6624,4.2907,5.6413,1.2578,-3.227,3.14109,-6.1065,0.3377,-0.4641,0.7069
4.3452,11.37678,14.53253,16.97327,4.23592,1.8979,17.64363,21.59764,-0.6618,6.60982,8.7059,-1.0954,0.8789,1.079,8.12134,18.97354,19.44127,3.6458,4.61344,-2.5332,4.43777,-3.503,2.6618,19.99909,17.232886,36.3249,-2.2185,-0.8893,-7.9614,0.5815,2.6032,-4.759,5.5473,-2.2897,7.92248,-1.1757,5.32609,8.5792,-2.1865,2.9348,14.43277,14.10097,0.1504,-2.1891,-6.2523,8.2418,2.4678,-1.7763
25.2604,11.38418,19.79051,10.69057,3.29494,4.88371,9.39169,9.99528,2.39905,-0.2027,2.1021,0.5204,-2.7876,-1.9703,2.2298,-0.367,12.61178,26.95849,0.678,-1.5602,4.41877,4.12117,20.50231,3.7271,9.60475,22.378537,-0.5199,5.67863,4.08993,1.338,2.1473,0.2979,22.0596,1.0862,1.13314,-0.2551,9.23341,-1.381,-1.1181,0.115,18.86035,1.5218,-6.7749,2.13203,6.97364,4.32975,-2.7173,1.3389
12.70159,11.41509,23.495818,6.9499,2.83055,5.43358,12.88285,8.42031,-0.8235,7.64777,-1.0424,5.9303,0.73966,5.67709,11.59251,-1.556,14.72582,24.37485,-0.9813,0.66168,0.1779,1.2913,5.7551,8.77001,9.5562,26.85152,18.96051,-1.7155,7.80199,-0.8872,-1.4575,-2.0046,21.29825,6.038,-3.9962,-2.4549,3.0312,6.6464,1.2764,5.57422,21.64067,22.60040352,-3.1899,-0.1098,1.6509,1.4651,1.6531,-1.1482
7.68791,11.42056,23.599633,3.3361,-0.5247,5.16395,14.57156,11.17516,9.45489,-0.6613,3.1527,-1.6255,-0.8767,0.742,14.25517,3.9135,18.8703,19.67481,-0.8487,-3.0578,0.6562,3.87027,0.3701,13.62581,11.07749,0.5,7.48026,-2.6532,-1.1252,1.7604,1.1388,2.648,20.37501,3.2435,-1.6993,5.81463,0.5753,-9.377,-2.8609,-0.133,11.31252,2.2111,-4.209,0.3781,-0.7107,12.398172,3.0916,1.8489
1.27912,11.42317,23.201284,14.05043,5.79688,5.37362,12.1969,28.7998,-1.158,6.64198,11.0022,-2.2575,1.17034,14.10531,3.9488,0.5119,7.46424,19.10758,-7.4256,3.43419,8.32474,5.18165,3.1373,6.08535,10.63497,9.7385,1.40208,1.27311,3.1574,-0.5804,-0.9504,5.53543,17.059476,4.4192,4.69983,3.48336,-0.5197,9.51437,-3.9534,-1.7163,10.69719,18.7496,-1.7734,0.4692,7.08073,1.0399,8.26054,-3.2655
3.38658,11.42571,16.40122,9.73831,3.3579,7.08812,8.91634,2.2804,21.5718,10.16715,-0.814,2.3061,0.82528,6.80837,13.1797,0.9316,14.06205,9.3192,1.39649,1.6815,6.57486,4.74359,6.1724,6.52696,12.70894,0.7212,16.02515,8.98719,3.0745,9.44521,1.5771,0.3194,13.49031,11.9464,-2.9122,9.686216,33.007,9.30118,7.8669,0.9741,10.48881,0.2198,-0.1283,5.17988,-0.0308,-4.5014,1.4867,-0.1702
33.5034,11.42776,9.0413,9.33925,-0.6306,8.20022,10.72548,5.53236,-5.6933,0.9074,0.3314,5.5195,0.76625,-0.8995,8.20211,22.8027,11.15912,12.402,0.98735,2.19738,4.45746,3.49096,5.1626,-4.3637,13.23928,9.2967,1.48832,11.350014,6.75454,3.69759,2.0687,28.5643,15.14564,1.2178,0.2279,-0.5059,-1.7687,0.195,3.325,-0.2862,15.48685,4.8225,57.8286,-4.473,0.3642,7.87645,-1.8997,0.2401
14.26591,11.43329,15.2963,4.1433,5.9357,1.4587,15.00098,5.81826,-0.4339,5.89599,1.5707,4.1495,6.73623,6.74938,7.68614,1.7168,9.02246,19.56801,-1.2948,1.4347,2.5833,-1.7906,5.84,27.3874,13.06787,27.50521,0.4189,15.53394,3.70586,12.9029,-1.9799,-2.6785,16.090869,51.4293,-2.8939,-1.6837,11.5762,11.00676,10.98159,-0.0548,14.32848,-1.8633,-4.3976,-0.2616,0.3855,7.95295,2.8365,4.3471
29.1032,11.4345,13.31515,18.293459,5.18868,4.24444,14.76005,8.5079,12.82581,3.40405,5.9754,9.64225,5.78495,7.76763,13.55373,-2.044,13.69767,31.32869,0.0547,2.455,2.1996,2.8754,6.2172,0.8654,5.7245,20.48938,1.40648,10.5884101,-7.0441,1.5298,10.57161,5.80776,3.5646,-3.2445,0.3145,4.6205,7.85025,3.56103,6.5457,-1.6894,17.525042,-1.2605,0.2485,5.20973,3.46839,3.52555,-2.3085,-4.3348
10.022831,11.4377,17.80319,8.25037,5.25323,7.0861,13.62812,4.1096,4.08881,6.14356,1.9849,5.5855,-1.6033,4.47189,15.34936,0.2371,3.9968,4.2067,53.3302,7.19625,7.73113,6.65995,6.0126,-1.6956,11.07208,-1.556,-4.0919,4.51559,5.13043,3.54169,2.5674,-2.3194,21.75673,19.89398,-5.4354,-0.853,5.5579,5.81212,24.09893,0.9093,17.596554,4.1672,1.84579,-3.1296,4.3522,3.97141,0.004,-1.8174
2.54246,11.47763,8.0614,15.10767,4.74828,4.71405,13.0415,3.3189,14.87167,-0.2686,1.0127,3.7306,10.393215,0.3154,15.901506,4.98074,15.05787,0.1048,0.2925,-3.1353,4.86798,-2.6393,3.6354,-0.0838,6.2283,22.092174,-4.9729,-0.7696,0.6137,11.84328,4.2245,19.24463,18.86197,14.29317,-0.3743,3.71525,5.38976,2.5135,6.7324,3.2551,5.6426,-0.9242,-2.867,-1.5769,-2.8968,-1.1556,-0.5454,11.50315
14.36595,11.47884,3.4973,9.75593,2.61506,2.5068,15.04051,49.5972,-2.9686,3.37431,-1.1904,1.2298,8.85394,5.8049,11.76493,12.0924,5.323,-0.4351,-3.3797,8.7245,-6.4683,1.815,-1.6379,-0.5097,14.08142,18.46537,1.82898,0.3075,7.50294,11.09937,5.1067,6.8773,16.508441,21.652926,-0.9066,0.4943,4.94355,15.59427,-2.2193,2.1721,6.99598,27.43849,-0.6262,-3.0448,-3.9112,-0.6719,-4.3597,0.5892
11.46201,11.4895,21.60297,10.18639,2.3231,9.82584,15.54779,5.87246,0.1199,6.49772,15.0016,4.7779,2.02077,5.40207,9.64475,-1.4718,13.99563,21.59219,0.75243,3.06721,9.3036,4.40844,4.8554,5.21249,19.36788,13.63706,-1.311,2.34792,7.96642,11.46706,7.7649,-1.1621,20.90991,29.0034,-2.4086,-0.2636,-7.8402,0.5073,4.4017,-1.1788,8.44211,-1.3077,-4.0389,5.9076,-6.6106,-0.0768,13.43899,-5.234
-3.5069,11.49771,10.9533,8.70998,2.88983,1.3411,15.682127,9.8999,-0.3781,6.13444,2.6282,4.1786,6.12831,-0.3842,4.5661,-0.3095,5.1575,16.61438,0.673,8.78076,7.93751,1.0775,8.47782,0.9978,8.3984,-3.8145,-2.901,0.4221,-7.8132,10.85355,5.6104,1.2188,14.76573,0.9352,-7.1435,9.945753,-1.9971,5.8708,0.4605,-1.0555,11.10064,20.54871,1.14597,2.01163,-0.3645,-1.1248,2.9718,5.55247
7.14114,11.50057,26.69326,13.20715,0.0668,0.981,12.32539,1.8933,-2.2034,10.61561,18.34612,1.5386,7.74129,3.11878,1.6678,2.6475,-1.6074,8.6185,-6.4198,7.35212,1.2439,2.4582,10.99005,-2.016,4.9666,33.298,-3.3565,1.87872,20.2679,1.2129,13.42192,-6.6358,13.60802,2.0311,0.3979,9.08876,6.32946,-2.346,0.0605,-0.2298,14.88715,-2.2161,1.2297,-1.6422,7.98704,-2.2487,1.4995,-1.9047
5.79233,11.50825,42.2855,12.88432,10.658792,4.29913,15.774634,7.77731,0.2633,4.75651,0.6386,3.2071,-1.0519,7.08913,10.50842,1.1764,11.48927,13.83894,0.3353,1.81301,-7.2004,1.1459,3.0102,-2.2653,15.38553,29.49472,3.13474,5.70024,6.42466,3.65221,10.96476,2.8395,13.22171,6.6224,0.95453,9.820699,1.1335,4.34822,3.6744,1.3744,21.039,-0.0619,0.1668,-1.9726,7.00615,-4.4093,0.7299,0.0428
11.264819,11.51587,22.788467,6.891,4.7482,22.91192,13.58446,4.853,-3.5189,9.60915,5.326,7.1065,-0.1781,7.16066,9.55679,32.0523,18.63833,19.45827,-2.2819,-2.6864,-3.7887,4.24055,2.0333,4.467,16.499355,11.757,-3.4731,5.15546,2.3656,-1.8737,4.0149,1.324,18.17818,28.23855,-4.9326,2.98705,5.84284,-4.2145,1.2236,4.3479,4.298,1.2772,-1.3904,-6.1243,-6.6356,1.1684,-1.7536,-3.478
6.76302,11.51589,11.6013,8.32632,-2.2959,1.5566,13.73964,16.37581,0.78682,10.24216,4.8941,-1.0198,2.88848,5.62609,0.9348,6.18395,21.62478,5.9614,3.49302,13.79558,5.67593,8.41175,5.3379,-0.2549,17.71358,10.6114,-1.7182,-0.3318,-1.0741,0.2455,2.8537,-0.27,12.02302,6.0074,-2.2366,-1.2253,8.34255,0.3378,-2.0868,5.39815,19.91516,1.5949,-1.5249,10.735951,-1.9615,5.07286,-2.8254,0.4588
0.501,11.54073,5.8939,3.5025,12.83659,6.5213,18.29408,11.5908,-2.5612,4.48745,22.6811632,0.5678,-0.3025,7.68252,9.74122,9.84398,10.62564,9.9749,-3.336,2.96437,-6.3409,3.72352,10.34837,-2.1901,26.13436,-3.882,-5.5478,-0.9032,7.34205,2.5945,4.7636,0.2052,20.31064,4.4529,1.00645,0.2595,7.78635,-0.3711,3.9016,-0.6593,5.4072,8.4076,19.08453,9.06057,-0.1967,7.15648,4.1601,-0.7197
14.35706,11.54514,20.81037,14.6783,3.82044,1.4584,12.17413,13.41207,-4.611,8.60132,3.1209,5.075,-1.5736,5.44167,5.1246,-3.2201,21.29703,7.9916,-6.1436,1.60953,2.4293,2.0209,4.5055,8.18133,19.08441,-1.2996,-7.4495,0.361,0.7084,-2.2648,2.3113,-2.5707,6.5921,3.0998,27.2303,-3.7405,-2.7587,1.4062,3.3658,12.68089,15.39206,-2.028,5.36511,-2.7965,-3.2439,-1.3215,1.6053,1.3892
14.01444,11.55867,31.37956,6.9795,5.19455,-2.4765,13.47009,5.16203,-0.2493,1.6999,3.0887,7.3899,6.61515,2.7659,15.01177,2.2603,12.82674,15.72355,0.6224,-0.2963,1.9352,4.75008,3.3546,1.867,8.09359,35.9256,-2.5668,2.76062,-7.3132,3.08451,4.018,4.5089,18.26691,17.14728,-1.4202,0.55798,2.0453,0.1038,1.6876,27.8637,14.97534,-3.3637,8.37233,-1.4273,9.75335,-1.049,2.6094,3.8312
17.77738,11.56889,21.18154,8.92391,2.72799,5.73196,11.91164,7.11198,-4.2796,1.9163,3.8529,1.2901,1.58439,7.58316,9.45827,3.5702,15.690316,-1.4769,5.67138,2.37918,15.67539,-1.3084,4.5318,-0.5134,10.03655,29.43448,2.93182,-0.7152,4.61662,0.081,4.6673,63.8281,10.6123,19.67091,59.0109,4.95202,5.59023,-1.0179,12.28544,-0.1305,21.64276,-4.3422,19.36773,1.27982,6.45039,-3.3414,-7.488,-1.2867
